epoch,step,loss,lr,timestamp,training_time_mins
1,34,1.8424957990646362,9.990232305719939e-05,2025-09-27T13:22:32.800122,0.28501009161667146
2,68,0.7444510459899902,9.960967771506663e-05,2025-09-27T13:22:46.474729,0.18070870488333338
3,102,0.6497172117233276,9.912321891107001e-05,2025-09-27T13:22:57.177974,0.17354006511665526
4,136,0.5602197647094727,9.844486647586714e-05,2025-09-27T13:23:09.170924,0.17552877909999248
5,170,0.4159794747829437,9.757729755661e-05,2025-09-27T13:23:20.083858,0.1818514628833327
6,204,0.2756422162055969,9.652393605146831e-05,2025-09-27T13:23:29.180376,0.1752509671833347
7,238,0.21470177173614502,9.528893909706784e-05,2025-09-27T13:23:39.330029,0.1691267982499994
8,272,0.16176021099090576,9.387718066217109e-05,2025-09-27T13:23:49.583068,0.17082686473331704
9,306,0.11490253359079361,9.229423231234955e-05,2025-09-27T13:23:57.842337,0.16581041523334836
10,340,0.10831835865974426,9.05463412215597e-05,2025-09-27T13:24:08.567441,0.17869892436668428
11,374,0.08265510946512222,8.864040551740132e-05,2025-09-27T13:24:19.351883,0.17969049516668748
12,408,0.05825883895158768,8.658394705735965e-05,2025-09-27T13:24:28.258017,0.17383667288331708
13,442,0.04951074719429016,8.438508174346992e-05,2025-09-27T13:24:38.664192,0.1734115084333401
14,476,0.05520416423678398,8.205248749255997e-05,2025-09-27T13:24:49.067611,0.1733393682166631
15,510,0.06824702024459839,7.959536998847726e-05,2025-09-27T13:24:57.143918,0.1659142500499911
16,544,0.03611937165260315,7.702342635146016e-05,2025-09-27T13:25:07.318634,0.1695429549333312
17,578,0.02774052694439888,7.434680686803477e-05,2025-09-27T13:25:17.722292,0.17336440790001387
18,612,0.02073691040277481,7.157607493247093e-05,2025-09-27T13:25:25.712903,0.1631717527166681
19,646,0.03789546340703964,6.872216535789138e-05,2025-09-27T13:25:35.944159,0.17048192971666745
20,680,0.03012540005147457,6.57963412215597e-05,2025-09-27T13:25:46.264263,0.17194761329998678
21,714,0.015496385283768177,6.281014941466015e-05,2025-09-27T13:25:54.984051,0.17306565351667208
22,748,0.009741638787090778,5.977537507199321e-05,2025-09-27T13:26:07.002984,0.173020701000011
23,782,0.018835410475730896,5.670399506143291e-05,2025-09-27T13:26:17.370664,0.17276390430000296
24,816,0.016208171844482422,5.360813071670086e-05,2025-09-27T13:26:25.841430,0.16990208913333238
25,850,0.013272208161652088,5.049999999999986e-05,2025-09-27T13:26:36.098085,0.1709175877666894
26,884,0.0137354526668787,4.7391869283298854e-05,2025-09-27T13:26:46.550638,0.1741731924000002
27,918,0.0070139821618795395,4.4296004938566826e-05,2025-09-27T13:26:56.890600,0.1723086749666739
28,952,0.006873752921819687,4.122462492800652e-05,2025-09-27T13:27:05.283328,0.16960488614998515
29,986,0.01295024249702692,3.818985058533959e-05,2025-09-27T13:27:15.576815,0.17150734794998546
30,1020,0.006112838163971901,3.5203658778440024e-05,2025-09-27T13:27:26.002367,0.17372761605001869
31,1054,0.005105587653815746,3.227783464210837e-05,2025-09-27T13:27:34.765449,0.17330952954998793
32,1088,0.007052573841065168,2.9423925067528807e-05,2025-09-27T13:27:45.378297,0.17679978370000146
33,1122,0.004097672179341316,2.6653193131964994e-05,2025-09-27T13:27:57.135082,0.17087531698334715
34,1156,0.004135711584240198,2.3976573648539602e-05,2025-09-27T13:28:05.628746,0.1708096763833358
35,1190,0.0034827012568712234,2.140463001152252e-05,2025-09-27T13:28:16.027106,0.17328225176667425
36,1224,0.0037306074518710375,1.8947512507439797e-05,2025-09-27T13:28:26.564626,0.17558899389999472
37,1258,0.0019387116190046072,1.661491825652986e-05,2025-09-27T13:28:35.100017,0.1708261319000182
38,1292,0.0035434013698250055,1.4416052942640086e-05,2025-09-27T13:28:45.409693,0.17176966574998004
39,1326,0.002548760501667857,1.2359594482598388e-05,2025-09-27T13:28:55.760022,0.17246875256666197
40,1360,0.002593833254650235,1.0453658778440065e-05,2025-09-27T13:29:04.114163,0.1690530828833289
41,1394,0.0028948511462658644,8.705767687650222e-06,2025-09-27T13:29:14.527008,0.1735001993833369
42,1428,0.002862685825675726,7.122819337828748e-06,2025-09-27T13:29:24.911712,0.17304113258336049
43,1462,0.002166974823921919,5.711060902932022e-06,2025-09-27T13:29:33.587177,0.1719213947999985
44,1496,0.002005004556849599,4.476063948531549e-06,2025-09-27T13:29:43.905240,0.1719288691999888
45,1530,0.002135852351784706,3.4227024433899053e-06,2025-09-27T13:29:54.311252,0.1733937856666671
46,1564,0.0021667289547622204,2.5551335241327686e-06,2025-09-27T13:30:02.771785,0.17055887413334858
47,1598,0.0027721989899873734,1.8767810889299176e-06,2025-09-27T13:30:13.151909,0.17296111983332593
48,1632,0.0023071886971592903,1.390322284933352e-06,2025-09-27T13:30:23.494783,0.17234159631667959
49,1666,0.002593196230009198,1.0976769428005583e-06,2025-09-27T13:30:31.998655,0.17058015328332962
50,1700,0.002561236033216119,1e-06,2025-09-27T13:30:42.340822,0.17233363711666244
