epoch,step,loss,lr,timestamp,training_time_mins
1,34,2.369872570037842,9.990232305719939e-05,2025-09-27T14:46:45.555925,0.19203935189998447
2,68,0.7363259196281433,9.960967771506663e-05,2025-09-27T14:46:58.886973,0.17439489561669083
3,102,0.7072454690933228,9.912321891107001e-05,2025-09-27T14:47:09.022810,0.16889772108334
4,136,0.7096924781799316,9.844486647586714e-05,2025-09-27T14:47:18.977269,0.17074713410002004
5,170,0.6959235668182373,9.757729755661e-05,2025-09-27T14:47:30.597695,0.171555384116679
6,204,0.6475958824157715,9.652393605146831e-05,2025-09-27T14:47:42.067165,0.16897391011661966
7,238,0.5741948485374451,9.528893909706784e-05,2025-09-27T14:47:51.538830,0.16962620790000074
8,272,0.49538925290107727,9.387718066217109e-05,2025-09-27T14:48:01.772624,0.17052338096667274
9,306,0.3959563076496124,9.229423231234955e-05,2025-09-27T14:48:12.094228,0.17198186621662898
10,340,0.31883710622787476,9.05463412215597e-05,2025-09-27T14:48:20.471524,0.1732599417166663
11,374,0.23090864717960358,8.864040551740132e-05,2025-09-27T14:48:30.662756,0.1698090739999922
12,408,0.16824592649936676,8.658394705735965e-05,2025-09-27T14:48:40.776630,0.1685251486333679
13,442,0.14001865684986115,8.438508174346992e-05,2025-09-27T14:48:48.860260,0.16774973691669098
14,476,0.11724644899368286,8.205248749255997e-05,2025-09-27T14:48:59.134396,0.1711969639166758
15,510,0.08244777470827103,7.959536998847726e-05,2025-09-27T14:49:09.457027,0.17201603298332582
16,544,0.08953727036714554,7.702342635146016e-05,2025-09-27T14:49:17.587285,0.1684729539832915
17,578,0.07118317484855652,7.434680686803477e-05,2025-09-27T14:49:27.672871,0.16806017791665606
18,612,0.055193014442920685,7.157607493247093e-05,2025-09-27T14:49:37.932621,0.17096547156670566
19,646,0.04672392085194588,6.872216535789138e-05,2025-09-27T14:49:45.812425,0.16630082654998357
20,680,0.04111744835972786,6.57963412215597e-05,2025-09-27T14:49:56.005273,0.16983647133335278
21,714,0.03965001180768013,6.281014941466015e-05,2025-09-27T14:50:06.310356,0.17167317528328568
22,748,0.04246603697538376,5.977537507199321e-05,2025-09-27T14:50:14.501225,0.16996251356661862
23,782,0.02540646865963936,5.670399506143291e-05,2025-09-27T14:50:24.610212,0.16845844740000757
24,816,0.02531488798558712,5.360813071670086e-05,2025-09-27T14:50:34.906526,0.1715516665666655
25,850,0.029371118173003197,5.049999999999986e-05,2025-09-27T14:50:44.869027,0.165980618816684
26,884,0.026477042585611343,4.7391869283298854e-05,2025-09-27T14:50:52.641366,0.16197098103330063
27,918,0.016290439292788506,4.4296004938566826e-05,2025-09-27T14:51:02.935619,0.1715432307333079
28,952,0.01897493004798889,4.122462492800652e-05,2025-09-27T14:51:13.255445,0.17196920098328217
29,986,0.01677800342440605,3.818985058533959e-05,2025-09-27T14:51:21.767003,0.1741524102666517
30,1020,0.009612138383090496,3.5203658778440024e-05,2025-09-27T14:51:32.033787,0.17108110019999004
31,1054,0.010221772827208042,3.227783464210837e-05,2025-09-27T14:51:42.241247,0.17010312396669178
32,1088,0.007464457303285599,2.9423925067528807e-05,2025-09-27T14:51:50.075129,0.16242685451664632
33,1122,0.005481558386236429,2.6653193131964994e-05,2025-09-27T14:52:00.090202,0.1668573094666499
34,1156,0.004404123406857252,2.3976573648539602e-05,2025-09-27T14:52:10.306829,0.1702533491666448
35,1190,0.0038835625164210796,2.140463001152252e-05,2025-09-27T14:52:18.977425,0.16735624514997957
36,1224,0.004610162694007158,1.8947512507439797e-05,2025-09-27T14:52:29.320184,0.17232422544996856
37,1258,0.004657637793570757,1.661491825652986e-05,2025-09-27T14:52:39.598937,0.17126779859997138
38,1292,0.004765745252370834,1.4416052942640086e-05,2025-09-27T14:52:47.993556,0.16888891738338618
39,1326,0.0035339384339749813,1.2359594482598388e-05,2025-09-27T14:52:58.043463,0.16745174856666079
40,1360,0.004291084595024586,1.0453658778440065e-05,2025-09-27T14:53:08.360825,0.1719154747500094
41,1394,0.00288636633194983,8.705767687650222e-06,2025-09-27T14:53:18.488508,0.1687346524666888
42,1428,0.003844506572932005,7.122819337828748e-06,2025-09-27T14:53:26.936435,0.16864849934997134
43,1462,0.002103867009282112,5.711060902932022e-06,2025-09-27T14:53:37.110013,0.16951840949999072
44,1496,0.003157482948154211,4.476063948531549e-06,2025-09-27T14:53:47.268679,0.1692764438166705
45,1530,0.003196096746250987,3.4227024433899053e-06,2025-09-27T14:53:57.353016,0.16803946653332483
46,1564,0.002088050590828061,2.5551335241327686e-06,2025-09-27T14:54:07.338058,0.16639252940003643
47,1598,0.0020893386099487543,1.8767810889299176e-06,2025-09-27T14:54:16.895868,0.1592687459999676
48,1632,0.002664305968210101,1.390322284933352e-06,2025-09-27T14:54:25.684573,0.14642822805005076
49,1666,0.003009290201589465,1.0976769428005583e-06,2025-09-27T14:54:35.095685,0.15680845064998722
50,1700,0.0020949416793882847,1e-06,2025-09-27T14:54:43.209434,0.1598467757500354
