epoch,step,loss,lr,timestamp,training_time_mins
1,34,1.727442741394043,9.990232305719939e-05,2025-09-27T13:45:58.314655,0.263124974033326
2,68,0.7051920294761658,9.960967771506663e-05,2025-09-27T13:46:09.439760,0.181773543766667
3,102,0.6021754145622253,9.912321891107001e-05,2025-09-27T13:46:23.156392,0.20284450444999796
4,136,0.47795340418815613,9.844486647586714e-05,2025-09-27T13:46:34.279180,0.1853272500166592
5,170,0.3722326159477234,9.757729755661e-05,2025-09-27T13:46:44.624921,0.17615857818333705
6,204,0.2839326858520508,9.652393605146831e-05,2025-09-27T13:46:54.986118,0.17259608911666266
7,238,0.20222359895706177,9.528893909706784e-05,2025-09-27T13:47:05.433031,0.17409130910000387
8,272,0.14982546865940094,9.387718066217109e-05,2025-09-27T13:47:13.970854,0.1720055692166473
9,306,0.11713244765996933,9.229423231234955e-05,2025-09-27T13:47:24.436983,0.17440640905000085
10,340,0.08437880873680115,9.05463412215597e-05,2025-09-27T13:47:34.811084,0.17287500245001866
11,374,0.0870400071144104,8.864040551740132e-05,2025-09-27T13:47:43.466272,0.17365123695002088
12,408,0.06287149339914322,8.658394705735965e-05,2025-09-27T13:47:53.905786,0.17395378339997478
13,442,0.0690038651227951,8.438508174346992e-05,2025-09-27T13:48:04.463708,0.17590347349999622
14,476,0.04182517156004906,8.205248749255997e-05,2025-09-27T13:48:13.157004,0.17478237764998994
15,510,0.032648444175720215,7.959536998847726e-05,2025-09-27T13:48:23.631537,0.1745375436666715
16,544,0.04258596897125244,7.702342635146016e-05,2025-09-27T13:48:34.007164,0.17287748861666236
17,578,0.04388349503278732,7.434680686803477e-05,2025-09-27T13:48:42.710409,0.174074239649993
18,612,0.03059242106974125,7.157607493247093e-05,2025-09-27T13:48:53.136444,0.17372410686666626
19,646,0.03213559836149216,6.872216535789138e-05,2025-09-27T13:49:03.720884,0.17629385206664666
20,680,0.022546004503965378,6.57963412215597e-05,2025-09-27T13:49:14.013207,0.17151045466665285
21,714,0.01652591861784458,6.281014941466015e-05,2025-09-27T13:49:22.530057,0.1712021562500013
22,748,0.016073303297162056,5.977537507199321e-05,2025-09-27T13:49:33.026424,0.17489344926664974
23,782,0.01675964891910553,5.670399506143291e-05,2025-09-27T13:49:43.495186,0.1744563043166636
24,816,0.008026279509067535,5.360813071670086e-05,2025-09-27T13:49:53.743424,0.17078272901665817
25,850,0.01375211589038372,5.049999999999986e-05,2025-09-27T13:50:01.745159,0.17371332818332424
26,884,0.010221562348306179,4.7391869283298854e-05,2025-09-27T13:50:12.220673,0.17456479276667475
27,918,0.011366516351699829,4.4296004938566826e-05,2025-09-27T13:50:22.566396,0.17239747718334306
28,952,0.007149513345211744,4.122462492800652e-05,2025-09-27T13:50:31.223820,0.1727661616166491
29,986,0.008364638313651085,3.818985058533959e-05,2025-09-27T13:50:41.580957,0.17259916039999249
30,1020,0.004827503114938736,3.5203658778440024e-05,2025-09-27T13:50:52.082740,0.17500033614999969
31,1054,0.004977133125066757,3.227783464210837e-05,2025-09-27T13:51:00.503507,0.1706436371666617
32,1088,0.004471443127840757,2.9423925067528807e-05,2025-09-27T13:51:10.884307,0.17297511183332973
33,1122,0.0044405339285731316,2.6653193131964994e-05,2025-09-27T13:51:21.287307,0.17334954983331652
34,1156,0.004179599694907665,2.3976573648539602e-05,2025-09-27T13:51:31.805448,0.17527969053332224
35,1190,0.003213577438145876,2.140463001152252e-05,2025-09-27T13:51:40.492154,0.17481508481666122
36,1224,0.0039214263670146465,1.8947512507439797e-05,2025-09-27T13:51:50.865491,0.17284582506666388
37,1258,0.0033737183548510075,1.661491825652986e-05,2025-09-27T13:52:01.338769,0.1745085551166691
38,1292,0.005519956350326538,1.4416052942640086e-05,2025-09-27T13:52:10.113313,0.17415566371667712
39,1326,0.0033707881812006235,1.2359594482598388e-05,2025-09-27T13:52:20.618468,0.17503925593334013
40,1360,0.003547433763742447,1.0453658778440065e-05,2025-09-27T13:52:30.978465,0.17262504791666894
41,1394,0.002477694535627961,8.705767687650222e-06,2025-09-27T13:52:39.644741,0.172793226649992
42,1428,0.004846761468797922,7.122819337828748e-06,2025-09-27T13:52:50.080979,0.1738935874666822
43,1462,0.002696363255381584,5.711060902932022e-06,2025-09-27T13:53:00.581026,0.17495159606666372
44,1496,0.002250863006338477,4.476063948531549e-06,2025-09-27T13:53:09.135895,0.17326132483334125
45,1530,0.003196138422936201,3.4227024433899053e-06,2025-09-27T13:53:19.612403,0.17457059723334775
46,1564,0.0024479401763528585,2.5551335241327686e-06,2025-09-27T13:53:29.878279,0.17106227106669394
47,1598,0.0026346088852733374,1.8767810889299176e-06,2025-09-27T13:53:38.673154,0.1742209200333188
48,1632,0.001895565539598465,1.390322284933352e-06,2025-09-27T13:53:49.162957,0.1748020872499789
49,1666,0.0031974329613149166,1.0976769428005583e-06,2025-09-27T13:53:59.540217,0.17289177420000973
50,1700,0.0023401163052767515,1e-06,2025-09-27T13:54:08.225291,0.17410089711668963
