epoch,step,loss,lr,timestamp,training_time_mins
1,34,5.23765754699707,9.990232305719939e-05,2025-09-27T15:40:09.130213,1.277441771949998
2,68,0.7592664361000061,9.960967771506663e-05,2025-09-27T15:41:25.572428,1.1889869537833269
3,102,0.6959424018859863,9.912321891107001e-05,2025-09-27T15:42:34.232285,1.1778928714167098
4,136,0.6475418210029602,9.844486647586714e-05,2025-09-27T15:43:39.387839,1.1807233229500222
5,170,0.5904085040092468,9.757729755661e-05,2025-09-27T15:44:46.260231,1.176433762583353
6,204,0.49562346935272217,9.652393605146831e-05,2025-09-27T15:45:52.949752,1.1752596684833407
7,238,0.4175954759120941,9.528893909706784e-05,2025-09-27T15:46:59.482292,1.1760304243000064
8,272,0.37129369378089905,9.387718066217109e-05,2025-09-27T15:48:08.567380,1.1863628936000168
9,306,0.29407942295074463,9.229423231234955e-05,2025-09-27T15:49:13.043439,1.1750594306166628
10,340,0.20724283158779144,9.05463412215597e-05,2025-09-27T15:50:19.513907,1.1754196951833364
11,374,0.17024149000644684,8.864040551740132e-05,2025-09-27T15:51:26.509446,1.1807932012667153
12,408,0.16239184141159058,8.658394705735965e-05,2025-09-27T15:52:33.487492,1.1810493812833254
13,442,0.10722580552101135,8.438508174346992e-05,2025-09-27T15:53:40.220092,1.1781756444500084
14,476,0.09743548184633255,8.205248749255997e-05,2025-09-27T15:54:46.838425,1.1778941639499558
15,510,0.09661287069320679,7.959536998847726e-05,2025-09-27T15:55:51.482111,1.1813101480332988
16,544,0.07373084872961044,7.702342635146016e-05,2025-09-27T15:56:58.006860,1.1760187419832921
17,578,0.0779261514544487,7.434680686803477e-05,2025-09-27T15:58:04.813008,1.181245853116646
18,612,0.06437349319458008,7.157607493247093e-05,2025-09-27T15:59:11.242776,1.1748020530500072
19,646,0.06479796767234802,6.872216535789138e-05,2025-09-27T16:00:18.157747,1.1839716777499538
20,680,0.06869915127754211,6.57963412215597e-05,2025-09-27T16:01:22.664058,1.1823990555000516
21,714,0.04512162134051323,6.281014941466015e-05,2025-09-27T16:02:29.177721,1.1816220929833434
22,748,0.042660269886255264,5.977537507199321e-05,2025-09-27T16:03:36.056860,1.1813937182832888
23,782,0.026972932741045952,5.670399506143291e-05,2025-09-27T16:04:43.969353,1.2047330500166935
24,816,0.03757577762007713,5.360813071670086e-05,2025-09-27T16:05:50.837923,1.1814331140333403
25,850,0.024541804566979408,5.049999999999986e-05,2025-09-27T16:06:57.349487,1.1795667513499817
26,884,0.02277844399213791,4.7391869283298854e-05,2025-09-27T16:08:01.863959,1.1799876670499847
27,918,0.013134066946804523,4.4296004938566826e-05,2025-09-27T16:09:08.384752,1.1777201515499958
28,952,0.012761570513248444,4.122462492800652e-05,2025-09-27T16:10:14.928250,1.1763873178333597
29,986,0.02373708412051201,3.818985058533959e-05,2025-09-27T16:11:21.660741,1.1828969298000327
30,1020,0.013767284341156483,3.5203658778440024e-05,2025-09-27T16:12:28.522960,1.1929726840000512
31,1054,0.010311617515981197,3.227783464210837e-05,2025-09-27T16:13:32.777635,1.1811410453666515
32,1088,0.007428567390888929,2.9423925067528807e-05,2025-09-27T16:14:39.388650,1.1809554422500392
33,1122,0.010541490279138088,2.6653193131964994e-05,2025-09-27T16:15:45.963423,1.1837778683833675
34,1156,0.006575991865247488,2.3976573648539602e-05,2025-09-27T16:16:52.600883,1.1900524342500527
35,1190,0.0036042386200278997,2.140463001152252e-05,2025-09-27T16:17:59.313175,1.185387024483316
36,1224,0.00502505199983716,1.8947512507439797e-05,2025-09-27T16:19:03.803782,1.187167456216654
37,1258,0.003938164561986923,1.661491825652986e-05,2025-09-27T16:20:10.598656,1.18854713085002
38,1292,0.004882081877440214,1.4416052942640086e-05,2025-09-27T16:21:17.391099,1.1891013790666571
39,1326,0.004697116557508707,1.2359594482598388e-05,2025-09-27T16:22:23.921129,1.1901583632999972
40,1360,0.004685914143919945,1.0453658778440065e-05,2025-09-27T16:23:30.625989,1.1921171232166672
41,1394,0.0037408238276839256,8.705767687650222e-06,2025-09-27T16:24:37.447458,1.1903128767000453
42,1428,0.0019775936380028725,7.122819337828748e-06,2025-09-27T16:25:41.824363,1.1955913046499822
43,1462,0.003987696021795273,5.711060902932022e-06,2025-09-27T16:26:48.657902,1.1921800086999914
44,1496,0.006124947685748339,4.476063948531549e-06,2025-09-27T16:27:55.547440,1.196949423816659
45,1530,0.001986313611268997,3.4227024433899053e-06,2025-09-27T16:29:04.284887,1.227855306383329
46,1564,0.0044554732739925385,2.5551335241327686e-06,2025-09-27T16:30:11.957131,1.2501329969332802
47,1598,0.0034046988002955914,1.8767810889299176e-06,2025-09-27T16:31:19.546435,1.2085551646000263
48,1632,0.0029928211588412523,1.390322284933352e-06,2025-09-27T16:32:26.935852,1.2071461314000165
49,1666,0.003300663083791733,1.0976769428005583e-06,2025-09-27T16:33:34.302208,1.205976342399966
50,1700,0.004899377003312111,1e-06,2025-09-27T16:34:39.397002,1.2095777103000123
